Целевая URL,Title,H1,Indexability,Word Count,Spelling Errors,Grammar Errors,Closest Near Duplicate Score,Near Duplicates,Closest Semantic Match,Semantic Similarity Score,Semantically Similar Pages,Content Inlinks,Card Inlinks,Breadcrumb Inlinks,Header/Footer Inlinks,Unique Content Donors,Unique Card Donors
https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/abb-product-supplies/,Продукция ABB от дистрибьютера в Китае - Прямые поставки - Long Wang,Оригиналы ABB от официального дистрибьютера в Китае,Indexable,684,0,0,97.0,4,https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/,0.857,32,0,1,0,0,0,1
https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/airtac-supple-china/,Продукция бренда AiRTAC – Long Wang,Продукция бренда AiRTAC,Indexable,511,0,0,0.0,0,https://longwang.ru/projects/podbor-i-proverka-postavschika-gruzovykh-avtomobiley/,0.835,35,0,1,0,0,0,1
https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/allen-bradley-product-supplies/,Поставка продукции бренда Allen-Bradley – Long Wang,Поставка продукции Allen-Bradley,Indexable,448,0,0,0.0,0,https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/,0.85,39,0,1,0,0,0,1
https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/autonics-product-supplies/,Поставки Autonics напрямую от дистрибьютера,Поставки оригинальной продукции Autonics,Indexable,305,0,0,0.0,0,https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/,0.886,121,0,1,0,0,0,1
https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/baluff-sensors/,Продукция Baluff от дистрибьютера в Китае - Прямые поставки - Long Wang,Baluff от официального дилера в Китае,Indexable,680,0,0,0.0,0,https://longwang.ru/novosti-is-kitaya/portah-dalnego-vostoka/,0.832,9,0,1,0,0,0,1
https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/cummins-product-supplies/,Поставка продукции бренда Cummins – Long Wang,Поставка продукции Cummins,Indexable,472,0,0,0.0,0,https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/,0.867,101,0,1,0,0,0,1
https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/curtis-instruments-product-supplies/,Поставка продукции бренда Curtis Instruments – Long Wang,Поставка продукции Curtis Instruments,Indexable,535,0,0,0.0,0,https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/allen-bradley-product-supplies/,0.78,0,0,1,0,0,0,1
https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/eaton-supply-china/,Оригиналы Eaton от дистрибьютера в Китае - Long Wang,Оригиналы Eaton от официального дистрибьютера в Китае,Indexable,732,0,0,85.0,3,https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/,0.866,63,0,1,0,0,0,1
https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/general-electric-product-supplies/,Поставка продукции General Electric – Long Wang,Поставка продукции General Electric,Indexable,457,0,0,0.0,0,https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/sany-product-supplies/,0.837,30,0,1,0,0,0,1
https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/honeywell-supply/,Оригиналы Honeywell от дистрибьютера в Китае - Long Wang,Оригиналы Honeywell от официального дистрибьютера в Китае,Indexable,783,0,0,0.0,0,https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/,0.802,1,0,1,0,0,0,1
https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/kubler-equipment/,"Поставка оригинального оборудования, энкодеров Kubler- Long Wang",Поставка продукции Kubler,Indexable,601,0,0,0.0,0,https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/,0.792,0,0,1,0,0,0,1
https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/pilz-equipment/,"Поставка оригинального оборудования, реле Pilz- Long Wang",Поставка продукции PILZ,Indexable,663,0,0,0.0,0,https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/,0.832,11,0,1,0,0,0,1
https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/sany-product-supplies/,Поставка продукции бренда SANY – Long Wang,Поставка продукции Sany,Indexable,498,0,0,0.0,0,https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/,0.878,110,0,1,0,0,0,1
https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/supply-ifm-electronic/,Поставка оригинального оборудования IFM Electronic- Long Wang,Поставка продукции IFM Electronic,Indexable,966,0,0,0.0,0,https://longwang.ru/international/proizvodstvo-plastmassovyh-izdelij-v-kitae/,0.824,13,0,1,0,0,0,1
https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/turck-product-supplies/,Поставка оборудования Turck для автоматизации - Long Wang,Поставка продукции Turck,Indexable,924,0,0,0.0,0,https://longwang.ru/supplies-services-china/goods-check-china/,0.822,4,0,1,0,0,0,1
https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/volvo-penta-product-supplies/,Поставка продукции бренда VOLVO PENTA – Long Wang,Поставка продукции Volvo Penta,Indexable,455,0,0,0.0,0,https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/autonics-product-supplies/,0.862,67,0,1,0,0,0,1
https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/wilo-product-supplies/,Поставки Wilo напрямую от дистрибьютера,Поставки оригинальной продукции Wilo,Indexable,490,0,0,0.0,0,https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/festo-equipment-supplies/,0.871,91,0,1,0,0,0,1
https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/xinyak-product-supplies/,Поставки оборудования Xinyak напрямую от дистрибьютера,Поставки оригинальной продукции Xinyak,Indexable,526,0,0,0.0,0,https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/sany-product-supplies/,0.867,101,0,1,0,0,0,1
https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/festo-equipment-supplies/,Поставка продукции Festo – Long Wang,Поставка продукции Festo,Indexable,432,0,0,0.0,0,https://longwang.ru/supplies-services-china/dostavka-is-kitaya/,0.875,67,1,1,0,0,1,1
https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/schneider-electric-supply/,Продукция Schneider Electric от дистрибьютера в Китае - Long Wang,Оригиналы Schneider от официального дистрибьютера в Китае,Indexable,692,0,0,97.0,3,https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/,0.811,2,1,1,0,0,1,1
https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/brevini-motion-systems-product-supplies/,"Редукторы, мотор-редукторы, насосы Brevini - Long Wang",Редукторы Brevini и гидромоторы: поставка оригиналов из Китая,Indexable,987,0,0,0.0,0,https://longwang.ru/supplies-services-china/equipment-from-china/,0.855,50,2,1,0,0,2,1
https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/fronius-equipment-supply/,Сварочное оборудование Fronius: поставка из Китая — Long Wang,Оригинальное оборудование Fronius со складов в Китае,Indexable,1377,0,0,0.0,0,https://longwang.ru/,0.779,0,2,1,0,0,2,1
https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/omron-product-supplies/,Поставка продукции бренда Omron – Long Wang,Поставка продукции Omron,Indexable,472,0,0,0.0,0,https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/,0.883,110,2,1,0,0,2,1
https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/supply-masimo-products/,Поставка оригинального медицинского оборудования Masimo - Long Wang,Поставка продукции Masimo,Indexable,921,0,0,0.0,0,https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/,0.853,89,2,1,0,0,2,1
https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/baumer-sensors-order/,Поставки датчиков и продуктов Baumer - Long Wang,Датчики и энкодеры Baumer для промышленной автоматизации,Indexable,1013,0,0,0.0,0,https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/bitzer-compressors-parts/,0.803,1,3,1,0,0,3,1
https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/bitzer-compressors-parts/,Компрессоры Bitzer: поставка оригиналов оборудования и запчастей,Поставка компрессоров Bitzer и оригинальных запчастей,Indexable,899,0,0,0.0,0,https://longwang.ru/,0.813,2,3,1,0,0,3,1
https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/caterpillar-spare-parts/,Поставки оригинальных деталей Caterpillar (CAT) – Long Wang,Поставка оригинальных деталей Caterpillar (CAT),Indexable,429,0,0,0.0,0,https://longwang.ru/novosti-is-kitaya/caterpillar-postavki-2022/,0.912,3,3,1,0,0,3,1
https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/danfoss-product-supplies/,Продукция бренда Danfoss – Long Wang,Продукция бренда Danfoss,Indexable,513,0,0,0.0,0,https://longwang.ru/useful-articles/postavki-danfoss/,0.955,24,3,1,0,0,3,1
https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/hydac-equipment-buy/,Поставка фильтров и гидроаккумуляторов Hydac из Китая — Long Wang,"Фильтры, клапаны и гидроаккумуляторы Hydac со складов в Китае",Indexable,1163,0,0,0.0,0,https://longwang.ru/useful-articles/product-samples/,0.8,0,3,1,0,0,3,1
https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/mattei-rotors-compressors/,Компрессоры Mattei: поставка роторно-лопастного оборудования из Китая,Поставка компрессоров Mattei и комплектующих,Indexable,1262,0,0,0.0,0,https://longwang.ru/,0.788,0,3,1,0,0,3,1
https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/telco-product-supply/,"Поставка датчиков, разъемов и кабелей Telco из Китая","Оригинальные датчики, разъемы и кабели Telco из Китая",Indexable,988,0,0,0.0,0,https://longwang.ru/useful-articles/incorrect-labeling/,0.793,0,3,1,0,0,3,1
https://longwang.ru/supplies-services-china/autsorsing-ved/finansirovanie-importa-iz-kitaia/,Финансирование импорта и экспорта из Китая - Long Wang,Финансирование импорта и экспорта из Китая,Indexable,525,0,0,0.0,0,https://longwang.ru/supplies-services-china/autsorsing-ved/akkreditiv-po-dogovoru-postavki/,0.92,132,4,0,0,0,3,0
https://longwang.ru/supplies-services-china/autsorsing-ved/otkryt-kompaniyu-v-kitae/,Открыть компанию в Китае - Long Wang,Открыть компанию в Китае,Indexable,451,0,0,0.0,0,https://longwang.ru/projects/import-fittings-china/,0.937,133,4,0,0,0,4,0
https://longwang.ru/supplies-services-china/dostavka-is-kitaya/cargo/,Карго из Китая – быстрая доставка в Россию | Long Wang,Карго из Китая в Россию,Indexable,325,0,0,0.0,0,https://longwang.ru/supplies-services-china/autsorsing-ved/predstavitel-v-kitae/,0.871,114,4,0,0,0,3,0
https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/atlas-copco-product-supplies/,Atlas Copco: поставка компрессоров и запчастей из Китая - Long Wang,Поставка продукции Atlas Copco,Indexable,1298,0,0,0.0,0,https://longwang.ru/useful-articles/atlas-copco-innovations/,0.925,2,4,1,0,0,3,1
https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/duplomatic-products-supply/,"Duplomatic: поставка гидравлики, насосов и клапанов из Китая - Long Wang",Оригиналы Duplomatic от дистрибьютера в Китае,Indexable,1209,0,0,0.0,0,https://longwang.ru/supplies-services-china/dostavka-is-kitaya/aviadostavka-iz-kitaya/,0.774,0,4,1,0,0,3,1
https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/endresshauser-supply-russia/,Endress+Hauser от дистрибьютера в Китае - Long Wang,Endress+Hauser от официального дистрибьютера в Китае,Indexable,689,0,0,87.0,4,https://longwang.ru/projects/podbor-i-proverka-postavschika-gruzovykh-avtomobiley/,0.797,0,4,1,0,0,4,1
